FID,recorddate,dam,volume_ML,volume_percentfull
52210,2005/11/16 12:59:59,Greenvale,21256,79.19
52211,2005/11/07 12:59:59,Greenvale,20551,76.57
52212,2005/11/22 12:59:59,Upper Yarra,141318,70.45
52213,2005/11/27 12:59:59,Yan Yean,16336,53.97
52214,2005/10/28 14:00:00,Upper Yarra,133347,66.48
52215,2005/10/28 14:00:00,Sugarloaf,95036,98.73
52216,2005/10/28 14:00:00,Yan Yean,17945,59.29
52217,2005/10/27 14:00:00,Cardinia,215671,75.17
52218,2005/10/27 14:00:00,Greenvale,19984,74.45
52219,2005/10/27 14:00:00,Maroondah,22199,100
52220,2005/10/27 14:00:00,O'Shannassy,2602,83.31
52221,2005/10/27 14:00:00,Silvan,33599,83.07
52222,2005/10/27 14:00:00,Tarago,24088,64.09
52223,2005/10/27 14:00:00,Thomson,529142,49.54
52224,2005/10/27 14:00:00,Upper Yarra,132727,66.17
52225,2005/10/27 14:00:00,Sugarloaf,95296,99
52226,2005/10/27 14:00:00,Yan Yean,17992,59.44
52227,2005/10/26 14:00:00,Cardinia,215775,75.2
52228,2005/10/26 14:00:00,Greenvale,19893,74.11
52229,2005/10/26 14:00:00,Maroondah,22199,100
52230,2005/10/26 14:00:00,O'Shannassy,2660,85.17
52231,2005/10/26 14:00:00,Silvan,33780,83.52
52232,2005/10/26 14:00:00,Tarago,24429,65
52233,2005/10/26 14:00:00,Thomson,528913,49.52
52234,2005/10/26 14:00:00,Upper Yarra,132727,66.17
52235,2005/10/26 14:00:00,Sugarloaf,95470,99.18
52236,2005/10/26 14:00:00,Yan Yean,18039,59.6
52237,2005/10/25 14:00:00,Cardinia,215671,75.17
52238,2005/10/25 14:00:00,Greenvale,19802,73.78
52239,2005/10/25 14:00:00,Maroondah,22199,100
52240,2005/10/25 14:00:00,O'Shannassy,2714,86.9
52241,2005/10/25 14:00:00,Silvan,34052,84.19
52242,2005/10/25 14:00:00,Tarago,24685,65.68
52243,2005/10/25 14:00:00,Thomson,528656,49.49
52244,2005/10/25 14:00:00,Upper Yarra,132727,66.17
52245,2005/10/25 14:00:00,Sugarloaf,95557,99.27
52246,2005/10/25 14:00:00,Yan Yean,18133,59.91
52247,2005/11/27 12:59:59,Cardinia,218704,76.22
52248,2005/11/27 12:59:59,Greenvale,22053,82.16
52249,2005/11/27 12:59:59,Thomson,512330,47.97
52250,2005/11/26 12:59:59,Cardinia,218599,76.19
52251,2005/11/26 12:59:59,Greenvale,21941,81.75
52252,2005/11/26 12:59:59,Maroondah,21999,99.18
52253,2005/11/26 12:59:59,O'Shannassy,2250,72.04
52254,2005/11/26 12:59:59,Silvan,35745,88.37
52255,2005/11/26 12:59:59,Tarago,23577,62.73
52256,2005/11/26 12:59:59,Thomson,513034,48.03
52257,2005/11/26 12:59:59,Upper Yarra,141906,70.74
52258,2005/11/26 12:59:59,Sugarloaf,90763,94.29
52259,2005/11/26 12:59:59,Yan Yean,16427,54.27
52260,2005/11/25 12:59:59,Cardinia,218389,76.11
52261,2005/11/25 12:59:59,Greenvale,21876,81.5
52262,2005/11/25 12:59:59,Maroondah,22079,99.54
52263,2005/11/25 12:59:59,O'Shannassy,2245,71.88
52264,2005/11/25 12:59:59,Silvan,35900,88.76
52265,2005/11/25 12:59:59,Tarago,23577,62.73
52266,2005/11/25 12:59:59,Thomson,513723,48.1
52267,2005/11/25 12:59:59,Upper Yarra,141788,70.68
52268,2005/11/25 12:59:59,Sugarloaf,90848,94.38
52269,2005/11/25 12:59:59,Yan Yean,16519,54.57
52270,2005/11/24 12:59:59,Maroondah,22139,99.81
52271,2005/11/24 12:59:59,O'Shannassy,2241,71.75
52272,2005/11/24 12:59:59,Silvan,36120,89.3
52273,2005/11/24 12:59:59,Tarago,23577,62.73
52274,2005/11/24 12:59:59,Upper Yarra,141612,70.6
52275,2005/11/24 12:59:59,Sugarloaf,91144,94.69
52276,2005/11/24 12:59:59,Yan Yean,16565,54.73
52277,2005/11/24 12:59:59,Cardinia,218075,76
52278,2005/11/24 12:59:59,Greenvale,21796,81.21
52279,2005/11/24 12:59:59,Thomson,514343,48.15
52280,2005/12/01 12:59:59,Cardinia,218809,76.26
52281,2005/12/01 12:59:59,Greenvale,21957,81.81
52282,2005/12/01 12:59:59,Maroondah,21678,97.74
52283,2005/12/01 12:59:59,O'Shannassy,2227,71.3
52284,2005/12/01 12:59:59,Silvan,35343,87.38
52285,2005/12/01 12:59:59,Tarago,23449,62.39
52286,2005/12/01 12:59:59,Thomson,510994,47.84
52287,2005/12/01 12:59:59,Upper Yarra,142612,71.1
52288,2005/12/01 12:59:59,Sugarloaf,90129,93.63
52289,2005/12/01 12:59:59,Yan Yean,16066,53.08
52290,2005/11/30 12:59:59,Cardinia,218914,76.3
52291,2005/11/30 12:59:59,Greenvale,22117,82.4
52292,2005/11/30 12:59:59,Maroondah,21738,98.01
52293,2005/11/30 12:59:59,O'Shannassy,2239,71.69
52294,2005/11/07 12:59:59,Thomson,522918,48.96
52295,2005/11/30 12:59:59,Silvan,35436,87.61
52296,2005/11/22 12:59:59,Sugarloaf,91482,95.04
52297,2005/11/16 12:59:59,Maroondah,22239,100
52298,2005/11/06 12:59:59,Cardinia,215151,74.98
52299,2005/11/30 12:59:59,Tarago,23464,62.43
52300,2005/11/22 12:59:59,Yan Yean,16657,55.03
52301,2005/11/16 12:59:59,O'Shannassy,2411,77.2
52302,2005/11/06 12:59:59,Greenvale,20459,76.22
52303,2005/11/30 12:59:59,Thomson,511655,47.9
52304,2005/11/21 12:59:59,Cardinia,217446,75.78
52305,2005/11/16 12:59:59,Silvan,36850,91.11
52306,2005/11/06 12:59:59,Maroondah,21999,99.18
52307,2005/11/30 12:59:59,Upper Yarra,142494,71.04
52308,2005/11/21 12:59:59,Greenvale,21604,80.49
52309,2005/11/16 12:59:59,Tarago,23748,63.19
52310,2005/11/06 12:59:59,O'Shannassy,2378,76.14
52311,2005/11/30 12:59:59,Sugarloaf,90087,93.59
52312,2005/11/21 12:59:59,Maroondah,22259,100
52313,2005/11/16 12:59:59,Thomson,519207,48.61
52314,2005/11/06 12:59:59,Silvan,33991,84.04
52315,2005/11/30 12:59:59,Yan Yean,16156,53.38
52316,2005/11/21 12:59:59,O'Shannassy,2203,70.54
52317,2005/11/16 12:59:59,Upper Yarra,140200,69.89
52318,2005/11/06 12:59:59,Tarago,23606,62.81
52319,2005/11/29 12:59:59,Cardinia,218914,76.3
52320,2005/11/21 12:59:59,Silvan,36659,90.63
52321,2005/11/16 12:59:59,Sugarloaf,91482,95.04
52322,2005/11/06 12:59:59,Thomson,523346,49
52323,2005/11/29 12:59:59,Greenvale,22165,82.58
52324,2005/11/21 12:59:59,Tarago,23662,62.96
52325,2005/11/16 12:59:59,Yan Yean,17025,56.25
52326,2005/11/06 12:59:59,Upper Yarra,137523,68.56
52327,2005/11/29 12:59:59,Maroondah,21798,98.28
52328,2005/11/21 12:59:59,Thomson,516256,48.33
52329,2005/11/15 12:59:59,Cardinia,215775,75.2
52330,2005/11/06 12:59:59,Sugarloaf,93340,96.97
52331,2005/11/29 12:59:59,O'Shannassy,2245,71.88
52332,2005/11/29 12:59:59,Silvan,35560,87.92
52333,2005/11/29 12:59:59,Tarago,23478,62.47
52334,2005/11/29 12:59:59,Thomson,512106,47.95
52335,2005/11/29 12:59:59,Upper Yarra,142377,70.98
52336,2005/11/29 12:59:59,Sugarloaf,90298,93.81
52337,2005/11/29 12:59:59,Yan Yean,16246,53.67
52338,2005/11/06 12:59:59,Yan Yean,17347,57.31
52339,2005/11/05 12:59:59,Cardinia,215463,75.09
52340,2005/11/05 12:59:59,Greenvale,20429,76.11
52341,2005/11/05 12:59:59,Maroondah,22039,99.36
52342,2005/11/05 12:59:59,O'Shannassy,2355,75.4
52343,2005/11/05 12:59:59,Silvan,33629,83.14
52344,2005/11/05 12:59:59,Tarago,23691,63.04
52345,2005/11/05 12:59:59,Thomson,524060,49.06
52346,2005/11/05 12:59:59,Upper Yarra,137343,68.47
52347,2005/11/05 12:59:59,Sugarloaf,93470,97.1
52348,2005/11/05 12:59:59,Yan Yean,17485,57.77
52349,2005/11/04 12:59:59,Maroondah,22079,99.54
52350,2005/11/04 12:59:59,O'Shannassy,2307,73.87
52351,2005/11/04 12:59:59,Silvan,33206,82.1
52352,2005/11/04 12:59:59,Tarago,23691,63.04
52353,2005/11/04 12:59:59,Upper Yarra,137129,68.36
52354,2005/11/04 12:59:59,Sugarloaf,93731,97.37
52355,2005/11/04 12:59:59,Yan Yean,17485,57.77
52356,2005/11/04 12:59:59,Cardinia,215775,75.2
52357,2005/11/04 12:59:59,Greenvale,20383,75.94
52358,2005/11/04 12:59:59,Thomson,524774,49.13
52359,2005/11/21 12:59:59,Upper Yarra,141141,70.36
52360,2005/11/21 12:59:59,Sugarloaf,91694,95.26
52361,2005/11/21 12:59:59,Yan Yean,16703,55.18
52362,2005/11/20 12:59:59,Cardinia,217342,75.75
52363,2005/11/20 12:59:59,Greenvale,21556,80.31
52364,2005/11/20 12:59:59,Maroondah,22239,100
52365,2005/11/20 12:59:59,O'Shannassy,2186,69.99
52366,2005/11/20 12:59:59,Silvan,36850,91.11
52367,2005/11/15 12:59:59,Greenvale,21146,78.78
52368,2005/11/20 12:59:59,Tarago,23662,62.96
52369,2005/11/15 12:59:59,Maroondah,22259,100
52370,2005/11/20 12:59:59,Thomson,516805,48.38
52371,2005/11/15 12:59:59,O'Shannassy,2448,78.38
52372,2005/11/20 12:59:59,Upper Yarra,141023,70.3
52373,2005/11/15 12:59:59,Silvan,36850,91.11
52374,2005/11/20 12:59:59,Sugarloaf,91863,95.43
52375,2005/11/15 12:59:59,Tarago,23733,63.15
52376,2005/11/20 12:59:59,Yan Yean,16749,55.33
52377,2005/11/15 12:59:59,Thomson,519635,48.65
52378,2005/11/19 12:59:59,Cardinia,217027,75.64
52379,2005/11/15 12:59:59,Upper Yarra,140023,69.8
52380,2005/11/19 12:59:59,Greenvale,21413,79.78
52381,2005/11/15 12:59:59,Sugarloaf,91820,95.39
52382,2005/11/19 12:59:59,Maroondah,22159,99.9
52383,2005/11/15 12:59:59,Yan Yean,17071,56.4
52384,2005/11/19 12:59:59,O'Shannassy,2252,72.11
52385,2005/11/14 12:59:59,Cardinia,215567,75.13
52386,2005/11/19 12:59:59,Silvan,36850,91.11
52387,2005/11/14 12:59:59,Greenvale,21067,78.49
52388,2005/11/19 12:59:59,Tarago,23691,63.04
52389,2005/11/14 12:59:59,Maroondah,22239,100
52390,2005/11/19 12:59:59,Thomson,517508,48.45
52391,2005/11/14 12:59:59,O'Shannassy,2372,75.95
52392,2005/11/19 12:59:59,Upper Yarra,140847,70.22
52393,2005/11/14 12:59:59,Silvan,36818,91.03
52394,2005/11/19 12:59:59,Sugarloaf,91905,95.48
52395,2005/11/14 12:59:59,Tarago,23662,62.96
52396,2005/11/19 12:59:59,Yan Yean,16887,55.79
52397,2005/11/14 12:59:59,Thomson,519849,48.67
52398,2005/11/14 12:59:59,Upper Yarra,139670,69.63
52399,2005/11/14 12:59:59,Sugarloaf,92079,95.66
52400,2005/11/14 12:59:59,Yan Yean,17117,56.55
52401,2005/09/19 14:00:00,Cardinia,213388,74.37
52402,2005/09/19 14:00:00,Greenvale,18522,69.01
52403,2005/09/19 14:00:00,Maroondah,18846,84.97
52404,2005/09/19 14:00:00,O'Shannassy,3189,100
52405,2005/09/19 14:00:00,Silvan,36406,90.01
52406,2005/09/19 14:00:00,Tarago,26301,69.98
52407,2005/09/19 14:00:00,Thomson,502787,47.07
52408,2005/09/19 14:00:00,Upper Yarra,120482,60.06
52409,2005/09/19 14:00:00,Sugarloaf,94036,97.69
52410,2005/09/19 14:00:00,Yan Yean,20015,66.13
52411,2005/09/18 14:00:00,Cardinia,213181,74.3
52412,2005/09/18 14:00:00,Greenvale,18405,68.57
52413,2005/09/18 14:00:00,Maroondah,18571,83.73
52414,2005/09/18 14:00:00,O'Shannassy,3192,100
52415,2005/09/18 14:00:00,Silvan,36469,90.16
52416,2005/09/18 14:00:00,Tarago,26028,69.26
52417,2005/09/18 14:00:00,Thomson,501221,46.93
52418,2005/09/18 14:00:00,Upper Yarra,119061,59.35
52419,2005/09/18 14:00:00,Sugarloaf,93992,97.65
52420,2005/09/18 14:00:00,Yan Yean,20063,66.28
52421,2005/09/17 14:00:00,Cardinia,213077,74.26
52422,2005/09/17 14:00:00,Greenvale,18290,68.14
52423,2005/09/17 14:00:00,Maroondah,18262,82.33
52424,2005/09/17 14:00:00,O'Shannassy,3224,100
52425,2005/09/17 14:00:00,Silvan,36216,89.54
52426,2005/09/17 14:00:00,Tarago,25814,68.69
52427,2005/09/17 14:00:00,Thomson,499432,46.76
52428,2005/09/17 14:00:00,Upper Yarra,117592,58.62
52429,2005/09/17 14:00:00,Sugarloaf,93731,97.37
52430,2005/09/17 14:00:00,Yan Yean,20111,66.44
52431,2005/09/16 14:00:00,Cardinia,213284,74.33
52432,2005/09/16 14:00:00,Greenvale,18160,67.66
52433,2005/09/16 14:00:00,Maroondah,17826,80.37
52434,2005/09/16 14:00:00,O'Shannassy,3176,100
52435,2005/09/16 14:00:00,Silvan,35869,88.68
52436,2005/09/16 14:00:00,Tarago,25652,68.25
52437,2005/09/16 14:00:00,Thomson,498323,46.65
52438,2005/09/16 14:00:00,Upper Yarra,116302,57.98
52439,2005/09/16 14:00:00,Sugarloaf,93383,97.01
52440,2005/09/16 14:00:00,Yan Yean,20111,66.44
52441,2005/09/15 14:00:00,Cardinia,213284,74.33
52442,2005/09/15 14:00:00,Greenvale,18030,67.17
52443,2005/09/15 14:00:00,Maroondah,17418,78.53
52444,2005/09/15 14:00:00,O'Shannassy,3178,100
52445,2005/09/15 14:00:00,Silvan,35869,88.68
52446,2005/09/15 14:00:00,Tarago,25476,67.79
52447,2005/10/24 14:00:00,Cardinia,215567,75.13
52448,2005/10/19 14:00:00,Cardinia,215463,75.09
52449,2005/10/14 14:00:00,Cardinia,215463,75.09
52450,2005/10/09 14:00:00,Cardinia,215151,74.98
52451,2005/10/04 14:00:00,Cardinia,215099,74.97
52452,2005/09/24 14:00:00,Cardinia,214113,74.62
52453,2005/09/15 14:00:00,Thomson,496521,46.49
52454,2005/09/15 14:00:00,Upper Yarra,115425,57.54
52455,2005/09/15 14:00:00,Sugarloaf,93035,96.65
52456,2005/09/15 14:00:00,Yan Yean,20207,66.76
52457,2005/09/29 14:00:00,Cardinia,214735,74.84
52458,2005/10/24 14:00:00,Greenvale,19757,73.61
52459,2005/10/14 14:00:00,Greenvale,19772,73.66
52460,2005/10/04 14:00:00,Greenvale,20030,74.63
52461,2005/10/24 14:00:00,Maroondah,22239,100
52462,2005/10/19 14:00:00,Greenvale,19336,72.04
52463,2005/10/09 14:00:00,Greenvale,20505,76.4
52464,2005/10/14 14:00:00,Maroondah,22099,99.63
52465,2005/10/04 14:00:00,Maroondah,20992,94.64
52466,2005/09/24 14:00:00,Greenvale,19053,70.98
52467,2005/10/24 14:00:00,O'Shannassy,2766,88.56
52468,2005/10/19 14:00:00,Maroondah,22219,100
52469,2005/10/09 14:00:00,Maroondah,21658,97.65
52470,2005/10/14 14:00:00,O'Shannassy,3118,99.83
52471,2005/10/04 14:00:00,O'Shannassy,3128,100
52472,2005/09/24 14:00:00,Maroondah,19838,89.44
52473,2005/09/29 14:00:00,Greenvale,19561,72.88
52474,2005/10/24 14:00:00,Silvan,34203,84.56
52475,2005/10/19 14:00:00,O'Shannassy,2951,94.49
52476,2005/10/09 14:00:00,O'Shannassy,3170,100
52477,2005/10/14 14:00:00,Silvan,34847,86.15
52478,2005/10/04 14:00:00,Silvan,35900,88.76
52479,2005/09/24 14:00:00,O'Shannassy,3168,100
52480,2005/09/29 14:00:00,Maroondah,20641,93.06
52481,2005/10/24 14:00:00,Tarago,24888,66.22
52482,2005/10/19 14:00:00,Silvan,34323,84.86
52483,2005/10/09 14:00:00,Silvan,35869,88.68
52484,2005/10/14 14:00:00,Tarago,25123,66.85
52485,2005/10/04 14:00:00,Tarago,25858,68.8
52486,2005/09/24 14:00:00,Silvan,36279,89.69
52487,2005/09/29 14:00:00,O'Shannassy,3170,100
52488,2005/10/24 14:00:00,Thomson,528328,49.46
52489,2005/10/19 14:00:00,Tarago,25005,66.53
52490,2005/10/09 14:00:00,Tarago,25887,68.88
52491,2005/10/14 14:00:00,Thomson,524488,49.1
52492,2005/10/04 14:00:00,Thomson,517930,48.49
52493,2005/09/24 14:00:00,Tarago,26270,69.9
52494,2005/09/29 14:00:00,Silvan,36438,90.09
52495,2005/10/24 14:00:00,Upper Yarra,132705,66.16
52496,2005/10/19 14:00:00,Thomson,526643,49.31
52497,2005/10/09 14:00:00,Thomson,521491,48.82
52498,2005/10/14 14:00:00,Upper Yarra,132163,65.89
52499,2005/10/04 14:00:00,Upper Yarra,129591,64.6
52500,2005/09/24 14:00:00,Thomson,509136,47.67
52501,2005/09/29 14:00:00,Tarago,26034,69.27
52502,2005/10/24 14:00:00,Sugarloaf,95557,99.27
52503,2005/10/19 14:00:00,Upper Yarra,132558,66.08
52504,2005/10/09 14:00:00,Upper Yarra,131036,65.32
52505,2005/10/14 14:00:00,Sugarloaf,95644,99.36
52506,2005/10/04 14:00:00,Sugarloaf,95340,99.05
52507,2005/09/24 14:00:00,Upper Yarra,125090,62.36
52508,2005/09/29 14:00:00,Thomson,514272,48.15
52509,2005/10/24 14:00:00,Yan Yean,18227,60.22
52510,2005/10/19 14:00:00,Sugarloaf,95123,98.82
52511,2005/10/09 14:00:00,Sugarloaf,94905,98.59
52512,2005/10/14 14:00:00,Yan Yean,18697,61.77
52513,2005/10/04 14:00:00,Yan Yean,19355,63.94
52514,2005/09/24 14:00:00,Sugarloaf,95123,98.82
52515,2005/09/29 14:00:00,Upper Yarra,127765,63.69
52516,2005/10/23 14:00:00,Thomson,528114,49.44
52517,2005/10/19 14:00:00,Yan Yean,18321,60.53
52518,2005/10/09 14:00:00,Yan Yean,19120,63.17
52519,2005/10/13 14:00:00,Cardinia,215546,75.12
52520,2005/10/03 14:00:00,Thomson,517227,48.42
52521,2005/09/24 14:00:00,Yan Yean,19778,65.34
52522,2005/09/29 14:00:00,Sugarloaf,95514,99.23
52523,2005/10/23 14:00:00,Upper Yarra,132727,66.17
52524,2005/10/18 14:00:00,Cardinia,215359,75.06
52525,2005/10/08 14:00:00,Cardinia,215151,74.98
52526,2005/10/13 14:00:00,Greenvale,19923,74.23
52527,2005/10/03 14:00:00,Upper Yarra,129257,64.44
52528,2005/09/23 14:00:00,Cardinia,214320,74.69
52529,2005/09/29 14:00:00,Yan Yean,19637,64.88
52530,2005/10/23 14:00:00,Yan Yean,18274,60.37
52531,2005/10/18 14:00:00,Greenvale,19260,71.76
52532,2005/10/08 14:00:00,Greenvale,20383,75.94
52533,2005/10/13 14:00:00,Maroondah,22039,99.36
52534,2005/10/03 14:00:00,Yan Yean,19449,64.26
52535,2005/09/23 14:00:00,Greenvale,18935,70.55
52536,2005/09/28 14:00:00,Cardinia,214424,74.73
52537,2005/10/23 14:00:00,Cardinia,215567,75.13
52538,2005/10/18 14:00:00,Maroondah,22219,100
52539,2005/10/08 14:00:00,Maroondah,21423,96.59
52540,2005/10/13 14:00:00,O'Shannassy,3128,100
52541,2005/10/03 14:00:00,Cardinia,214943,74.91
52542,2005/09/23 14:00:00,Maroondah,19686,88.75
52543,2005/09/28 14:00:00,Greenvale,19471,72.54
52544,2005/10/23 14:00:00,Greenvale,19652,73.22
52545,2005/10/18 14:00:00,O'Shannassy,3003,96.15
52546,2005/10/08 14:00:00,O'Shannassy,3181,100
52547,2005/10/13 14:00:00,Silvan,35095,86.77
52548,2005/10/03 14:00:00,Greenvale,19923,74.23
52549,2005/09/23 14:00:00,O'Shannassy,3173,100
52550,2005/09/28 14:00:00,Maroondah,20392,91.94
52551,2005/10/23 14:00:00,Maroondah,22239,100
52552,2005/10/18 14:00:00,Silvan,34538,85.39
52553,2005/10/08 14:00:00,Silvan,35652,88.14
52554,2005/10/13 14:00:00,Tarago,25211,67.08
52555,2005/10/03 14:00:00,Maroondah,20973,94.56
52556,2005/09/23 14:00:00,Silvan,35994,88.99
52557,2005/09/28 14:00:00,O'Shannassy,3194,100
52558,2005/10/23 14:00:00,O'Shannassy,2816,90.16
52559,2005/10/18 14:00:00,Tarago,25035,66.61
52560,2005/10/08 14:00:00,Tarago,25681,68.33
52561,2005/10/13 14:00:00,Thomson,524060,49.06
52562,2005/10/03 14:00:00,O'Shannassy,3133,100
52563,2005/09/23 14:00:00,Tarago,26331,70.06
52564,2005/09/28 14:00:00,Silvan,36501,90.24
52565,2005/10/23 14:00:00,Silvan,34414,85.08
52566,2005/10/18 14:00:00,Thomson,526258,49.27
52567,2005/10/08 14:00:00,Thomson,520349,48.72
52568,2005/10/13 14:00:00,Upper Yarra,131938,65.77
52569,2005/10/03 14:00:00,Silvan,36152,89.38
52570,2005/09/23 14:00:00,Thomson,508025,47.56
52571,2005/09/28 14:00:00,Tarago,26034,69.27
52572,2005/10/23 14:00:00,Tarago,24976,66.46
52573,2005/10/23 14:00:00,Sugarloaf,95557,99.27
52574,2005/10/22 14:00:00,Cardinia,215671,75.17
52575,2005/10/22 14:00:00,Greenvale,19577,72.94
52576,2005/10/22 14:00:00,Maroondah,22279,100
52577,2005/10/22 14:00:00,O'Shannassy,2872,91.96
52578,2005/10/22 14:00:00,Silvan,34233,84.64
52579,2005/10/22 14:00:00,Tarago,24946,66.38
52580,2005/10/22 14:00:00,Thomson,527800,49.41
52581,2005/10/22 14:00:00,Upper Yarra,132727,66.17
52582,2005/10/22 14:00:00,Sugarloaf,95209,98.91
52583,2005/10/22 14:00:00,Yan Yean,18321,60.53
52584,2005/10/21 14:00:00,Cardinia,215775,75.2
52585,2005/10/21 14:00:00,Greenvale,19471,72.54
52586,2005/10/21 14:00:00,Maroondah,22239,100
52587,2005/10/21 14:00:00,O'Shannassy,2884,92.34
52588,2005/10/21 14:00:00,Silvan,34052,84.19
52589,2005/10/21 14:00:00,Tarago,24946,66.38
52590,2005/10/21 14:00:00,Thomson,527314,49.37
52591,2005/10/21 14:00:00,Upper Yarra,132671,66.14
52592,2005/10/21 14:00:00,Sugarloaf,95123,98.82
52593,2005/10/21 14:00:00,Yan Yean,18274,60.37
52594,2005/10/20 14:00:00,Cardinia,215671,75.17
52595,2005/10/20 14:00:00,Greenvale,19381,72.21
52596,2005/10/20 14:00:00,Maroondah,22219,100
52597,2005/10/20 14:00:00,O'Shannassy,2912,93.24
52598,2005/10/20 14:00:00,Silvan,34142,84.41
52599,2005/10/20 14:00:00,Tarago,24976,66.46
52600,2005/10/20 14:00:00,Thomson,527000,49.34
52601,2005/10/20 14:00:00,Upper Yarra,132614,66.11
52602,2005/10/20 14:00:00,Sugarloaf,95123,98.82
52603,2005/10/20 14:00:00,Yan Yean,18321,60.53
52604,2005/09/23 14:00:00,Upper Yarra,124387,62.01
52605,2005/09/23 14:00:00,Sugarloaf,94905,98.59
52606,2005/09/23 14:00:00,Yan Yean,19825,65.5
52607,2005/09/22 14:00:00,Maroondah,19518,88
52608,2005/09/22 14:00:00,O'Shannassy,3178,100
52609,2005/09/22 14:00:00,Silvan,36057,89.15
52610,2005/09/22 14:00:00,Tarago,26270,69.9
52611,2005/09/22 14:00:00,Upper Yarra,123630,61.63
52612,2005/09/22 14:00:00,Sugarloaf,94775,98.46
52613,2005/09/22 14:00:00,Yan Yean,19872,65.65
52614,2005/09/22 14:00:00,Cardinia,214216,74.66
52615,2005/09/22 14:00:00,Greenvale,18817,70.11
52616,2005/09/22 14:00:00,Thomson,506829,47.45
52617,2005/09/21 14:00:00,Cardinia,214009,74.59
52618,2005/09/21 14:00:00,Greenvale,18728,69.77
52619,2005/09/21 14:00:00,Maroondah,19350,87.24
52620,2005/09/21 14:00:00,O'Shannassy,3181,100
52621,2005/09/21 14:00:00,Silvan,36184,89.46
52622,2005/09/21 14:00:00,Tarago,26453,70.39
52623,2005/09/21 14:00:00,Thomson,505563,47.33
52624,2005/09/21 14:00:00,Upper Yarra,122714,61.17
52625,2005/09/21 14:00:00,Sugarloaf,94427,98.1
52626,2005/09/21 14:00:00,Yan Yean,19919,65.81
52627,2005/09/20 14:00:00,Cardinia,213698,74.48
52628,2005/09/20 14:00:00,Greenvale,18625,69.39
52629,2005/09/20 14:00:00,Maroondah,19126,86.23
52630,2005/09/20 14:00:00,O'Shannassy,3184,100
52631,2005/09/20 14:00:00,Silvan,36342,89.85
52632,2005/09/20 14:00:00,Tarago,26453,70.39
52633,2005/09/20 14:00:00,Thomson,504284,47.21
52634,2005/09/20 14:00:00,Upper Yarra,121757,60.7
52635,2005/09/20 14:00:00,Sugarloaf,94253,97.92
52636,2005/09/20 14:00:00,Yan Yean,19967,65.97
52637,2005/10/18 14:00:00,Upper Yarra,132389,66
52638,2005/10/03 14:00:00,Tarago,25858,68.8
52639,2005/10/13 14:00:00,Sugarloaf,95579,99.29
52640,2005/10/18 14:00:00,Sugarloaf,95383,99.09
52641,2005/10/08 14:00:00,Upper Yarra,130703,65.16
52642,2005/09/28 14:00:00,Thomson,513006,48.03
52643,2005/10/03 14:00:00,Sugarloaf,95644,99.36
52644,2005/10/13 14:00:00,Yan Yean,18791,62.08
52645,2005/10/18 14:00:00,Yan Yean,18368,60.68
52646,2005/10/08 14:00:00,Sugarloaf,94949,98.64
52647,2005/09/28 14:00:00,Upper Yarra,127163,63.39
52648,2005/10/02 14:00:00,Cardinia,214943,74.91
52649,2005/10/12 14:00:00,Maroondah,21979,99.09
52650,2005/10/17 14:00:00,Cardinia,215151,74.98
52651,2005/10/08 14:00:00,Yan Yean,19167,63.32
52652,2005/09/28 14:00:00,Sugarloaf,95731,99.45
52653,2005/10/02 14:00:00,Greenvale,19833,73.89
52654,2005/10/12 14:00:00,O'Shannassy,3131,100
52655,2005/10/17 14:00:00,Greenvale,19215,71.59
52656,2005/10/07 14:00:00,Cardinia,215359,75.06
52657,2005/09/28 14:00:00,Yan Yean,19684,65.03
52658,2005/10/02 14:00:00,Maroondah,20894,94.2
52659,2005/10/12 14:00:00,Silvan,35343,87.38
52660,2005/10/17 14:00:00,Maroondah,22179,100
52661,2005/10/07 14:00:00,Greenvale,20260,75.48
52662,2005/09/27 14:00:00,Cardinia,214216,74.66
52663,2005/10/02 14:00:00,O'Shannassy,3141,100
52664,2005/10/12 14:00:00,Tarago,25358,67.47
52665,2005/10/17 14:00:00,O'Shannassy,3039,97.31
52666,2005/10/07 14:00:00,Maroondah,21208,95.62
52667,2005/09/27 14:00:00,Greenvale,19351,72.1
52668,2005/10/02 14:00:00,Silvan,36279,89.69
52669,2005/10/12 14:00:00,Upper Yarra,131769,65.69
52670,2005/10/17 14:00:00,Silvan,34786,86
52671,2005/10/07 14:00:00,O'Shannassy,3123,100
52672,2005/10/02 14:00:00,Tarago,25887,68.88
52673,2005/09/27 14:00:00,Maroondah,20144,90.82
52674,2005/10/12 14:00:00,Sugarloaf,95383,99.09
52675,2005/10/17 14:00:00,Tarago,25064,66.69
52676,2005/10/07 14:00:00,Silvan,35343,87.38
52677,2005/10/02 14:00:00,Thomson,516664,48.37
52678,2005/09/27 14:00:00,O'Shannassy,3155,100
52679,2005/10/12 14:00:00,Yan Yean,18932,62.55
52680,2005/10/17 14:00:00,Thomson,525916,49.24
52681,2005/10/07 14:00:00,Tarago,25711,68.41
52682,2005/10/02 14:00:00,Upper Yarra,128979,64.3
52683,2005/09/27 14:00:00,Silvan,36469,90.16
52684,2005/10/12 14:00:00,Cardinia,215567,75.13
52685,2005/10/17 14:00:00,Upper Yarra,132445,66.03
52686,2005/10/07 14:00:00,Thomson,519492,48.64
52687,2005/10/02 14:00:00,Sugarloaf,95905,99.63
