FID,recorddate,dam,volume_ML,volume_percentfull
17478,2015/05/23 14:00:00,Greenvale,20559,76.6
17479,2015/05/23 14:00:00,Maroondah,10387,46.83
17480,2015/05/23 14:00:00,O'Shannassy,2565,82.13
17481,2015/05/23 14:00:00,Silvan,35281,87.23
17482,2015/05/23 14:00:00,Upper Yarra,101307,50.5
17483,2015/05/23 14:00:00,Cardinia,174877,60.95
17484,2015/05/23 14:00:00,Tarago,37484,99.74
17485,2015/05/23 14:00:00,Thomson,778997,72.93
17486,2015/05/23 14:00:00,Sugarloaf,71743,74.53
17487,2015/05/23 14:00:00,Yan Yean,25636,84.7
17488,2015/05/22 14:00:00,Cardinia,175105,61.03
17489,2015/05/22 14:00:00,Greenvale,20521,76.45
17490,2015/05/22 14:00:00,Maroondah,10459,47.15
17491,2015/05/22 14:00:00,O'Shannassy,2614,83.7
17492,2015/05/22 14:00:00,Silvan,35405,87.53
17493,2015/05/22 14:00:00,Upper Yarra,101992,50.84
17494,2015/05/22 14:00:00,Tarago,37448,99.64
17495,2015/05/22 14:00:00,Thomson,778704,72.91
17496,2015/05/22 14:00:00,Sugarloaf,71994,74.79
17497,2015/05/22 14:00:00,Yan Yean,25636,84.7
17498,2015/05/21 14:00:00,Cardinia,175014,60.99
17499,2015/05/21 14:00:00,Greenvale,20475,76.28
17500,2015/05/21 14:00:00,Maroondah,10532,47.48
17501,2015/05/21 14:00:00,O'Shannassy,2729,87.38
17502,2015/05/21 14:00:00,Silvan,35714,88.3
17503,2015/05/21 14:00:00,Upper Yarra,102702,51.2
17504,2015/05/21 14:00:00,Tarago,37395,99.5
17505,2015/05/21 14:00:00,Thomson,778338,72.87
17506,2015/05/21 14:00:00,Sugarloaf,72216,75.02
17507,2015/05/21 14:00:00,Yan Yean,25636,84.7
17508,2015/05/16 14:00:00,Sugarloaf,72551,75.37
17509,2015/05/16 14:00:00,Yan Yean,25611,84.61
17510,2015/05/16 14:00:00,Tarago,37144,98.83
17511,2015/06/03 14:00:00,Maroondah,10577,47.68
17512,2015/06/03 14:00:00,O'Shannassy,1986,63.59
17513,2015/06/03 14:00:00,Silvan,34693,85.77
17514,2015/06/03 14:00:00,Upper Yarra,99295,49.5
17515,2015/06/03 14:00:00,Thomson,776654,72.72
17516,2015/06/03 14:00:00,Sugarloaf,69589,72.29
17517,2015/06/03 14:00:00,Yan Yean,25687,84.87
17518,2015/06/03 14:00:00,Tarago,37334,99.34
17519,2015/06/02 14:00:00,Cardinia,172445,60.1
17520,2015/06/02 14:00:00,Greenvale,21169,78.87
17521,2015/06/02 14:00:00,Maroondah,10474,47.22
17522,2015/06/02 14:00:00,O'Shannassy,2019,64.64
17523,2015/06/02 14:00:00,Silvan,34662,85.7
17524,2015/06/02 14:00:00,Upper Yarra,98881,49.29
17525,2015/06/02 14:00:00,Tarago,37305,99.26
17526,2015/06/02 14:00:00,Thomson,777276,72.77
17527,2015/06/02 14:00:00,Sugarloaf,69840,72.55
17528,2015/06/02 14:00:00,Yan Yean,25687,84.87
17529,2015/06/01 14:00:00,Cardinia,172690,60.18
17530,2015/06/01 14:00:00,Greenvale,21075,78.52
17531,2015/06/01 14:00:00,Maroondah,10328,46.56
17532,2015/06/01 14:00:00,O'Shannassy,2043,65.41
17533,2015/06/01 14:00:00,Silvan,34662,85.7
17534,2015/06/01 14:00:00,Upper Yarra,98453,49.08
17535,2015/06/01 14:00:00,Tarago,37234,99.07
17536,2015/06/01 14:00:00,Thomson,777752,72.82
17537,2015/06/01 14:00:00,Sugarloaf,69984,72.7
17538,2015/06/01 14:00:00,Yan Yean,25687,84.87
17539,2015/05/31 14:00:00,Maroondah,10183,45.91
17540,2015/05/31 14:00:00,O'Shannassy,2114,67.69
17541,2015/05/31 14:00:00,Silvan,34631,85.62
17542,2015/05/31 14:00:00,Greenvale,20996,78.22
17543,2015/05/31 14:00:00,Upper Yarra,97978,48.84
17544,2015/05/31 14:00:00,Cardinia,172935,60.27
17545,2015/05/31 14:00:00,Yan Yean,25672,84.82
17546,2015/05/31 14:00:00,Tarago,37155,98.86
17547,2015/05/31 14:00:00,Thomson,778301,72.87
17548,2015/05/31 14:00:00,Sugarloaf,70199,72.93
17549,2015/06/13 14:00:00,Silvan,34172,84.49
17550,2015/06/13 14:00:00,Maroondah,11912,53.7
17551,2015/06/13 14:00:00,O'Shannassy,2227,71.3
17552,2015/06/13 14:00:00,Upper Yarra,102011,50.85
17553,2015/06/13 14:00:00,Tarago,37609,100
17554,2015/06/13 14:00:00,Sugarloaf,68197,70.85
17555,2015/06/13 14:00:00,Yan Yean,25713,84.95
17556,2015/06/13 14:00:00,Thomson,772157,72.29
17557,2015/06/12 14:00:00,Cardinia,170727,59.5
17558,2015/06/12 14:00:00,Greenvale,21497,80.09
17559,2015/06/12 14:00:00,Maroondah,11789,53.15
17560,2015/06/12 14:00:00,O'Shannassy,2223,71.18
17561,2015/06/12 14:00:00,Silvan,34142,84.41
17562,2015/06/12 14:00:00,Upper Yarra,102465,51.08
17563,2015/06/12 14:00:00,Tarago,37609,100
17564,2015/06/12 14:00:00,Thomson,772031,72.28
17565,2015/06/12 14:00:00,Sugarloaf,68371,71.03
17566,2015/06/12 14:00:00,Yan Yean,25713,84.95
17567,2015/06/11 14:00:00,Cardinia,170655,59.48
17568,2015/06/11 14:00:00,Greenvale,21484,80.04
17569,2015/06/11 14:00:00,Maroondah,11681,52.66
17570,2015/06/11 14:00:00,O'Shannassy,2117,67.78
17571,2015/06/11 14:00:00,Silvan,34323,84.86
17572,2015/06/11 14:00:00,Upper Yarra,102894,51.29
17573,2015/06/11 14:00:00,Thomson,771923,72.27
17574,2015/06/11 14:00:00,Tarago,37609,100
17575,2015/06/11 14:00:00,Sugarloaf,68548,71.21
17576,2015/06/11 14:00:00,Yan Yean,25697,84.9
17577,2015/06/10 14:00:00,Yan Yean,25713,84.95
17578,2015/06/10 14:00:00,Cardinia,170907,59.56
17579,2015/06/10 14:00:00,Greenvale,21469,79.99
17580,2015/06/10 14:00:00,Maroondah,11558,52.11
17581,2015/06/10 14:00:00,O'Shannassy,2011,64.39
17582,2015/06/10 14:00:00,Silvan,34414,85.08
17583,2015/06/10 14:00:00,Upper Yarra,102535,51.11
17584,2015/06/10 14:00:00,Tarago,37574,99.98
17585,2015/06/10 14:00:00,Thomson,772536,72.33
17586,2015/06/10 14:00:00,Sugarloaf,68512,71.17
17587,2015/06/06 14:00:00,Yan Yean,25672,84.82
17588,2015/06/06 14:00:00,Maroondah,11042,49.78
17589,2015/06/06 14:00:00,Tarago,37430,99.6
17590,2015/06/06 14:00:00,Sugarloaf,69194,71.88
17591,2015/06/05 14:00:00,Cardinia,172037,59.96
17592,2015/06/05 14:00:00,Greenvale,21382,79.66
17593,2015/06/05 14:00:00,Maroondah,10892,49.1
17594,2015/06/05 14:00:00,O'Shannassy,1872,59.94
17595,2015/06/05 14:00:00,Silvan,34507,85.31
17596,2015/06/05 14:00:00,Thomson,775440,72.6
17597,2015/06/05 14:00:00,Upper Yarra,100198,49.95
17598,2015/06/05 14:00:00,Yan Yean,25687,84.87
17599,2015/06/05 14:00:00,Tarago,37387,99.48
17600,2015/06/05 14:00:00,Sugarloaf,69302,71.99
17601,2015/04/20 14:00:00,Cardinia,172944,60.27
17602,2015/04/20 14:00:00,Greenvale,17857,66.53
17603,2015/04/20 14:00:00,Maroondah,7572,34.14
17604,2015/04/20 14:00:00,O'Shannassy,2283,73.1
17605,2015/04/20 14:00:00,Silvan,35421,87.57
17606,2015/04/20 14:00:00,Upper Yarra,104646,52.17
17607,2015/04/20 14:00:00,Tarago,36213,96.36
17608,2015/04/20 14:00:00,Thomson,791751,74.13
17609,2015/04/20 14:00:00,Sugarloaf,74149,77.03
17610,2015/04/20 14:00:00,Yan Yean,25483,84.19
17611,2015/04/19 14:00:00,Cardinia,172826,60.23
17612,2015/04/19 14:00:00,Greenvale,17784,66.26
17613,2015/04/19 14:00:00,O'Shannassy,2316,74.15
17614,2015/04/19 14:00:00,Silvan,35560,87.92
17615,2015/04/19 14:00:00,Upper Yarra,104478,52.08
17616,2015/04/19 14:00:00,Maroondah,7661,34.54
17617,2015/04/19 14:00:00,Thomson,792666,74.21
17618,2015/04/19 14:00:00,Sugarloaf,74372,77.26
17619,2015/04/19 14:00:00,Yan Yean,25493,84.22
17620,2015/04/19 14:00:00,Tarago,36195,96.31
17621,2015/04/18 14:00:00,Cardinia,173025,60.3
17622,2015/04/18 14:00:00,Greenvale,17706,65.97
17623,2015/04/18 14:00:00,O'Shannassy,2192,70.18
17624,2015/04/18 14:00:00,Silvan,35374,87.46
17625,2015/04/18 14:00:00,Upper Yarra,104526,52.11
17626,2015/04/18 14:00:00,Maroondah,7508,33.85
17627,2015/04/18 14:00:00,Tarago,36195,96.31
17628,2015/04/18 14:00:00,Thomson,793123,74.26
17629,2015/04/18 14:00:00,Sugarloaf,74595,77.49
17630,2015/04/18 14:00:00,Yan Yean,25458,84.11
17631,2015/04/17 14:00:00,Cardinia,173280,60.39
17632,2015/04/17 14:00:00,O'Shannassy,2061,65.99
17633,2015/04/17 14:00:00,Silvan,35064,86.69
17634,2015/04/17 14:00:00,Upper Yarra,104646,52.17
17635,2015/04/17 14:00:00,Greenvale,17617,65.63
17636,2015/04/17 14:00:00,Maroondah,7394,33.33
17637,2015/04/17 14:00:00,Tarago,36177,96.26
17638,2015/04/17 14:00:00,Thomson,793599,74.3
17639,2015/04/17 14:00:00,Sugarloaf,74819,77.73
17640,2015/04/17 14:00:00,Yan Yean,25417,83.97
17641,2015/04/16 14:00:00,Cardinia,173207,60.36
17642,2015/04/16 14:00:00,O'Shannassy,1996,63.91
17643,2015/04/16 14:00:00,Silvan,35188,87
17644,2015/04/16 14:00:00,Upper Yarra,104732,52.21
17645,2015/04/16 14:00:00,Greenvale,17526,65.3
17646,2015/04/16 14:00:00,Maroondah,7355,33.16
17647,2015/04/16 14:00:00,Tarago,36195,96.31
17648,2015/04/16 14:00:00,Thomson,793983,74.34
17649,2015/04/16 14:00:00,Sugarloaf,75042,77.96
17650,2015/04/16 14:00:00,Yan Yean,25407,83.94
17651,2015/04/10 14:00:00,Cardinia,173280,60.39
17652,2015/04/10 14:00:00,Maroondah,7253,32.7
17653,2015/04/10 14:00:00,O'Shannassy,1996,63.91
17654,2015/04/10 14:00:00,Silvan,35467,87.69
17655,2015/04/10 14:00:00,Upper Yarra,105264,52.48
17656,2015/04/10 14:00:00,Greenvale,17026,63.43
17657,2015/04/10 14:00:00,Tarago,36242,96.43
17658,2015/04/10 14:00:00,Thomson,798283,74.74
17659,2015/04/10 14:00:00,Sugarloaf,76710,79.69
17660,2015/04/10 14:00:00,Yan Yean,25468,84.14
17661,2015/04/09 14:00:00,Cardinia,173244,60.38
17662,2015/04/09 14:00:00,Greenvale,16937,63.1
17663,2015/04/09 14:00:00,Maroondah,7215,32.53
17664,2015/04/09 14:00:00,O'Shannassy,2045,65.48
17665,2015/04/09 14:00:00,Silvan,35575,87.95
17666,2015/04/09 14:00:00,Upper Yarra,105298,52.49
17667,2015/04/09 14:00:00,Thomson,799025,74.81
17668,2015/04/09 14:00:00,Sugarloaf,77017,80.01
17669,2015/04/09 14:00:00,Yan Yean,25468,84.14
17670,2015/04/09 14:00:00,Tarago,36242,96.43
17671,2015/04/08 14:00:00,Cardinia,173280,60.39
17672,2015/04/08 14:00:00,Greenvale,16854,62.79
17673,2015/04/08 14:00:00,Maroondah,7177,32.35
17674,2015/04/08 14:00:00,O'Shannassy,2089,66.89
17675,2015/04/08 14:00:00,Silvan,35498,87.76
17676,2015/04/08 14:00:00,Upper Yarra,105298,52.49
17677,2015/04/08 14:00:00,Tarago,36231,96.41
17678,2015/04/08 14:00:00,Thomson,799601,74.86
17679,2015/04/08 14:00:00,Sugarloaf,77286,80.29
17680,2015/04/08 14:00:00,Yan Yean,25493,84.22
17681,2015/04/07 14:00:00,Cardinia,173189,60.36
17682,2015/04/07 14:00:00,Greenvale,16757,62.43
17683,2015/04/07 14:00:00,Maroondah,7126,32.12
17684,2015/04/07 14:00:00,O'Shannassy,2101,67.27
17685,2015/04/07 14:00:00,Silvan,35374,87.46
17686,2015/04/07 14:00:00,Upper Yarra,105298,52.49
17687,2015/04/07 14:00:00,Tarago,36224,96.39
17688,2015/04/07 14:00:00,Thomson,800213,74.92
17689,2015/04/07 14:00:00,Sugarloaf,77517,80.53
17690,2015/04/07 14:00:00,Yan Yean,25509,84.28
17691,2015/04/06 14:00:00,Cardinia,173071,60.32
17692,2015/04/06 14:00:00,Greenvale,16709,62.25
17693,2015/04/06 14:00:00,Maroondah,7040,31.74
17694,2015/04/06 14:00:00,O'Shannassy,2101,67.27
17695,2015/04/06 14:00:00,Silvan,35606,88.03
17696,2015/04/06 14:00:00,Upper Yarra,104982,52.33
17697,2015/04/06 14:00:00,Tarago,36224,96.39
17698,2015/04/06 14:00:00,Thomson,800492,74.95
17699,2015/04/06 14:00:00,Sugarloaf,77671,80.69
17700,2015/04/06 14:00:00,Yan Yean,25483,84.19
17701,2015/04/05 14:00:00,Cardinia,173326,60.41
17702,2015/04/25 14:00:00,Cardinia,172826,60.23
17703,2015/04/15 14:00:00,Cardinia,173389,60.43
17704,2015/04/15 14:00:00,Greenvale,17444,64.99
17705,2015/04/15 14:00:00,O'Shannassy,1948,62.37
17706,2015/04/15 14:00:00,Silvan,35095,86.77
17707,2015/04/15 14:00:00,Upper Yarra,104900,52.29
17708,2015/04/15 14:00:00,Maroondah,7317,32.99
17709,2015/04/15 14:00:00,Tarago,36242,96.43
17710,2015/04/15 14:00:00,Thomson,794588,74.39
17711,2015/04/15 14:00:00,Sugarloaf,75302,78.23
17712,2015/04/15 14:00:00,Yan Yean,25417,83.97
17713,2015/04/14 14:00:00,Cardinia,173298,60.4
17714,2015/04/14 14:00:00,O'Shannassy,1897,60.74
17715,2015/04/14 14:00:00,Silvan,35343,87.38
17716,2015/04/14 14:00:00,Thomson,795126,74.45
17717,2015/04/14 14:00:00,Upper Yarra,105069,52.38
17718,2015/04/14 14:00:00,Greenvale,17379,64.75
17719,2015/04/14 14:00:00,Maroondah,7304,32.93
17720,2015/04/14 14:00:00,Tarago,36231,96.41
17721,2015/04/14 14:00:00,Sugarloaf,75599,78.54
17722,2015/04/14 14:00:00,Yan Yean,25442,84.06
17723,2015/04/13 14:00:00,Cardinia,173207,60.36
17724,2015/04/13 14:00:00,Greenvale,17274,64.36
17725,2015/04/13 14:00:00,O'Shannassy,1850,59.23
17726,2015/04/13 14:00:00,Silvan,35343,87.38
17727,2015/04/13 14:00:00,Upper Yarra,105117,52.4
17728,2015/04/13 14:00:00,Maroondah,7279,32.81
17729,2015/04/13 14:00:00,Tarago,36260,96.48
17730,2015/04/13 14:00:00,Thomson,795943,74.52
17731,2015/04/13 14:00:00,Sugarloaf,75902,78.85
17732,2015/04/13 14:00:00,Yan Yean,25432,84.02
17733,2015/04/12 14:00:00,Cardinia,173143,60.34
17734,2015/04/12 14:00:00,Greenvale,17190,64.04
17735,2015/04/12 14:00:00,O'Shannassy,1897,60.74
17736,2015/04/12 14:00:00,Silvan,35560,87.92
17737,2015/04/12 14:00:00,Upper Yarra,105166,52.43
17738,2015/04/12 14:00:00,Maroondah,7266,32.76
17739,2015/04/12 14:00:00,Tarago,36242,96.43
17740,2015/04/12 14:00:00,Thomson,796741,74.6
17741,2015/04/12 14:00:00,Sugarloaf,76171,79.13
17742,2015/04/12 14:00:00,Yan Yean,25432,84.02
17743,2015/04/11 14:00:00,Cardinia,173280,60.39
17744,2015/04/11 14:00:00,Silvan,35436,87.61
17745,2015/04/11 14:00:00,Maroondah,7266,32.76
17746,2015/04/11 14:00:00,O'Shannassy,1948,62.37
17747,2015/04/11 14:00:00,Thomson,797503,74.67
17748,2015/04/11 14:00:00,Upper Yarra,105215,52.45
17749,2015/04/11 14:00:00,Greenvale,17108,63.74
17750,2015/04/11 14:00:00,Tarago,36242,96.43
17751,2015/04/11 14:00:00,Sugarloaf,76440,79.41
17752,2015/04/11 14:00:00,Yan Yean,25458,84.11
17753,2015/04/25 14:00:00,Maroondah,7052,31.79
17754,2015/04/25 14:00:00,O'Shannassy,2063,66.05
17755,2015/04/25 14:00:00,Silvan,35776,88.45
17756,2015/04/25 14:00:00,Upper Yarra,105907,52.8
17757,2015/04/25 14:00:00,Greenvale,18349,68.36
17758,2015/04/25 14:00:00,Thomson,785895,73.58
17759,2015/04/25 14:00:00,Sugarloaf,74298,77.19
17760,2015/04/25 14:00:00,Yan Yean,25493,84.22
17761,2015/04/25 14:00:00,Tarago,36278,96.53
17762,2015/04/24 14:00:00,Cardinia,172735,60.2
17763,2015/04/24 14:00:00,O'Shannassy,2080,66.6
17764,2015/04/24 14:00:00,Silvan,35838,88.6
17765,2015/04/24 14:00:00,Upper Yarra,105663,52.67
17766,2015/04/24 14:00:00,Greenvale,18247,67.98
17767,2015/04/24 14:00:00,Maroondah,7077,31.9
17768,2015/04/24 14:00:00,Tarago,36231,96.41
17769,2015/04/24 14:00:00,Thomson,787103,73.69
17770,2015/04/24 14:00:00,Sugarloaf,74335,77.22
17771,2015/04/24 14:00:00,Yan Yean,25483,84.19
17772,2015/04/23 14:00:00,Cardinia,172826,60.23
17773,2015/04/23 14:00:00,Greenvale,18145,67.6
17774,2015/04/23 14:00:00,Maroondah,7190,32.41
17775,2015/04/23 14:00:00,O'Shannassy,2127,68.1
17776,2015/04/23 14:00:00,Silvan,35683,88.22
17777,2015/04/23 14:00:00,Upper Yarra,105419,52.55
17778,2015/04/23 14:00:00,Thomson,788457,73.82
17779,2015/04/23 14:00:00,Tarago,36231,96.41
17780,2015/04/23 14:00:00,Sugarloaf,74372,77.26
17781,2015/04/23 14:00:00,Yan Yean,25458,84.11
17782,2015/04/22 14:00:00,Cardinia,172962,60.28
17783,2015/04/22 14:00:00,Greenvale,18059,67.28
17784,2015/04/22 14:00:00,Maroondah,7317,32.99
17785,2015/04/22 14:00:00,O'Shannassy,2181,69.83
17786,2015/04/22 14:00:00,Silvan,35436,87.61
17787,2015/04/22 14:00:00,Upper Yarra,105171,52.43
17788,2015/04/22 14:00:00,Tarago,36231,96.41
17789,2015/04/22 14:00:00,Thomson,789610,73.93
17790,2015/04/22 14:00:00,Sugarloaf,74372,77.26
17791,2015/04/22 14:00:00,Yan Yean,25458,84.11
17792,2015/04/21 14:00:00,Cardinia,173062,60.31
17793,2015/04/21 14:00:00,Greenvale,17972,66.96
17794,2015/04/21 14:00:00,Maroondah,7445,33.56
17795,2015/04/21 14:00:00,O'Shannassy,2230,71.4
17796,2015/04/21 14:00:00,Silvan,35312,87.3
17797,2015/04/21 14:00:00,Upper Yarra,104886,52.29
17798,2015/04/21 14:00:00,Tarago,36206,96.34
17799,2015/04/21 14:00:00,Thomson,790635,74.02
17800,2015/04/21 14:00:00,Sugarloaf,74186,77.07
17801,2015/04/21 14:00:00,Yan Yean,25458,84.11
17802,2015/04/05 14:00:00,Greenvale,16688,62.17
17803,2015/04/05 14:00:00,O'Shannassy,2158,69.1
17804,2015/04/05 14:00:00,Silvan,35436,87.61
17805,2015/04/05 14:00:00,Thomson,801588,75.05
17806,2015/04/05 14:00:00,Upper Yarra,104708,52.2
17807,2015/04/05 14:00:00,Maroondah,7028,31.68
17808,2015/04/05 14:00:00,Tarago,36213,96.36
17809,2015/04/05 14:00:00,Sugarloaf,77825,80.85
17810,2015/04/05 14:00:00,Yan Yean,25483,84.19
17811,2015/04/04 12:59:59,Cardinia,173571,60.49
17812,2015/04/04 12:59:59,Greenvale,16646,62.02
17813,2015/04/04 12:59:59,O'Shannassy,2203,70.54
17814,2015/04/04 12:59:59,Silvan,35188,87
17815,2015/04/04 12:59:59,Upper Yarra,104444,52.07
17816,2015/04/04 12:59:59,Maroondah,7016,31.63
17817,2015/04/04 12:59:59,Tarago,36242,96.43
17818,2015/04/04 12:59:59,Thomson,802758,75.16
17819,2015/04/04 12:59:59,Sugarloaf,77979,81.01
17820,2015/04/04 12:59:59,Yan Yean,25493,84.22
17821,2015/04/03 12:59:59,Cardinia,173854,60.59
17822,2015/04/03 12:59:59,Greenvale,16619,61.92
17823,2015/04/03 12:59:59,O'Shannassy,2259,72.33
17824,2015/04/03 12:59:59,Silvan,34971,86.46
17825,2015/04/03 12:59:59,Thomson,803909,75.27
17826,2015/04/03 12:59:59,Upper Yarra,104147,51.92
17827,2015/04/03 12:59:59,Maroondah,7003,31.57
17828,2015/04/03 12:59:59,Tarago,36231,96.41
17829,2015/04/03 12:59:59,Sugarloaf,78133,81.17
17830,2015/04/03 12:59:59,Yan Yean,25493,84.22
17831,2015/04/02 12:59:59,Cardinia,173799,60.57
17832,2015/04/02 12:59:59,O'Shannassy,2316,74.15
17833,2015/04/02 12:59:59,Silvan,35126,86.84
17834,2015/04/02 12:59:59,Thomson,805116,75.38
17835,2015/04/02 12:59:59,Upper Yarra,103854,51.77
17836,2015/04/02 12:59:59,Greenvale,16611,61.89
17837,2015/04/02 12:59:59,Maroondah,6991,31.52
17838,2015/04/02 12:59:59,Tarago,36242,96.43
17839,2015/04/02 12:59:59,Sugarloaf,78325,81.37
17840,2015/04/02 12:59:59,Yan Yean,25509,84.28
17841,2015/04/01 12:59:59,Cardinia,173799,60.57
17842,2015/04/01 12:59:59,O'Shannassy,2372,75.95
17843,2015/04/01 12:59:59,Silvan,35250,87.15
17844,2015/04/01 12:59:59,Thomson,806304,75.49
17845,2015/04/01 12:59:59,Upper Yarra,103489,51.59
17846,2015/04/01 12:59:59,Greenvale,16598,61.84
17847,2015/04/01 12:59:59,Maroondah,6954,31.35
17848,2015/04/01 12:59:59,Tarago,36242,96.43
17849,2015/04/01 12:59:59,Sugarloaf,78594,81.65
17850,2015/04/01 12:59:59,Yan Yean,25544,84.39
17851,2015/03/31 12:59:59,Cardinia,174000,60.64
17852,2015/03/31 12:59:59,Greenvale,16591,61.81
17853,2015/03/31 12:59:59,Maroondah,6930,31.24
17854,2015/03/31 12:59:59,O'Shannassy,2424,77.61
17855,2015/03/31 12:59:59,Silvan,35157,86.92
17856,2015/03/31 12:59:59,Thomson,807455,75.6
17857,2015/03/31 12:59:59,Upper Yarra,103206,51.45
17858,2015/03/31 12:59:59,Tarago,36278,96.53
17859,2015/03/31 12:59:59,Sugarloaf,78902,81.97
17860,2015/03/31 12:59:59,Yan Yean,25560,84.45
17861,2015/03/30 12:59:59,Cardinia,174100,60.68
17862,2015/03/30 12:59:59,Greenvale,16591,61.81
17863,2015/03/30 12:59:59,O'Shannassy,2477,79.31
17864,2015/03/30 12:59:59,Silvan,35250,87.15
17865,2015/03/30 12:59:59,Upper Yarra,102832,51.26
17866,2015/03/30 12:59:59,Maroondah,6918,31.19
17867,2015/03/30 12:59:59,Tarago,36260,96.48
17868,2015/03/30 12:59:59,Thomson,808588,75.71
17869,2015/03/30 12:59:59,Sugarloaf,79094,82.17
17870,2015/03/30 12:59:59,Yan Yean,25570,84.48
17871,2015/03/29 12:59:59,Cardinia,174073,60.67
17872,2015/03/29 12:59:59,Greenvale,16577,61.76
17873,2015/03/29 12:59:59,O'Shannassy,2536,81.2
17874,2015/03/29 12:59:59,Silvan,35405,87.53
17875,2015/03/29 12:59:59,Upper Yarra,102550,51.12
17876,2015/03/29 12:59:59,Maroondah,6893,31.07
17877,2015/03/29 12:59:59,Tarago,36260,96.48
17878,2015/03/29 12:59:59,Thomson,809665,75.81
17879,2015/03/29 12:59:59,Sugarloaf,79325,82.41
17880,2015/03/29 12:59:59,Yan Yean,25585,84.53
17881,2015/03/28 12:59:59,Cardinia,174374,60.77
17882,2015/03/28 12:59:59,Greenvale,16570,61.73
17883,2015/03/28 12:59:59,O'Shannassy,2587,82.83
17884,2015/03/28 12:59:59,Silvan,35281,87.23
17885,2015/03/28 12:59:59,Upper Yarra,102229,50.96
17886,2015/03/28 12:59:59,Maroondah,6881,31.02
17887,2015/03/28 12:59:59,Tarago,36249,96.45
17888,2015/03/28 12:59:59,Thomson,810723,75.91
17889,2015/03/28 12:59:59,Sugarloaf,79517,82.61
17890,2015/03/28 12:59:59,Yan Yean,25585,84.53
17891,2015/03/27 12:59:59,Cardinia,174630,60.86
17892,2015/03/27 12:59:59,Greenvale,16550,61.66
17893,2015/03/27 12:59:59,O'Shannassy,2626,84.08
17894,2015/03/27 12:59:59,Silvan,35064,86.69
17895,2015/03/27 12:59:59,Upper Yarra,101922,50.81
17896,2015/03/27 12:59:59,Maroondah,6832,30.8
17897,2015/03/27 12:59:59,Tarago,36249,96.45
17898,2015/03/27 12:59:59,Thomson,811689,76
17899,2015/03/27 12:59:59,Sugarloaf,79713,82.81
17900,2015/03/27 12:59:59,Yan Yean,25595,84.56
17901,2015/04/30 14:00:00,Cardinia,173644,60.52
17902,2015/04/30 14:00:00,Greenvale,18832,70.16
17903,2015/04/30 14:00:00,O'Shannassy,1925,61.63
17904,2015/04/30 14:00:00,Silvan,35405,87.53
17905,2015/04/30 14:00:00,Upper Yarra,107320,53.5
17906,2015/04/30 14:00:00,Maroondah,7065,31.85
17907,2015/04/30 14:00:00,Tarago,36385,96.82
17908,2015/04/30 14:00:00,Thomson,780607,73.09
17909,2015/04/30 14:00:00,Sugarloaf,73777,76.64
17910,2015/04/30 14:00:00,Yan Yean,25493,84.22
17911,2015/04/29 14:00:00,Cardinia,173289,60.39
17912,2015/04/29 14:00:00,Upper Yarra,107090,53.39
17913,2015/04/29 14:00:00,Greenvale,18758,69.89
17914,2015/04/29 14:00:00,O'Shannassy,1972,63.14
17915,2015/04/29 14:00:00,Silvan,35637,88.11
17916,2015/04/29 14:00:00,Tarago,36392,96.83
17917,2015/04/29 14:00:00,Thomson,781632,73.18
17918,2015/04/29 14:00:00,Sugarloaf,74038,76.92
17919,2015/04/29 14:00:00,Yan Yean,25493,84.22
17920,2015/04/29 14:00:00,Maroondah,7003,31.57
17921,2015/04/28 14:00:00,Cardinia,173007,60.29
17922,2015/04/28 14:00:00,Greenvale,18684,69.61
17923,2015/04/28 14:00:00,Maroondah,6954,31.35
17924,2015/04/28 14:00:00,O'Shannassy,2019,64.64
17925,2015/04/28 14:00:00,Silvan,35900,88.76
17926,2015/04/28 14:00:00,Upper Yarra,106818,53.25
17927,2015/04/28 14:00:00,Tarago,36385,96.82
17928,2015/04/28 14:00:00,Thomson,782858,73.3
17929,2015/04/28 14:00:00,Sugarloaf,74186,77.07
17930,2015/04/28 14:00:00,Yan Yean,25509,84.28
17931,2015/04/27 14:00:00,Cardinia,172826,60.23
17932,2015/04/27 14:00:00,Greenvale,18581,69.23
17933,2015/04/27 14:00:00,Maroondah,7016,31.63
17934,2015/04/27 14:00:00,O'Shannassy,2047,65.54
17935,2015/04/27 14:00:00,Silvan,35931,88.83
17936,2015/04/27 14:00:00,Upper Yarra,106564,53.12
17937,2015/04/27 14:00:00,Tarago,36321,96.64
17938,2015/04/27 14:00:00,Thomson,783993,73.4
17939,2015/04/27 14:00:00,Sugarloaf,74261,77.15
17940,2015/04/27 14:00:00,Yan Yean,25509,84.28
17941,2015/04/26 14:00:00,Cardinia,172781,60.22
17942,2015/04/26 14:00:00,Greenvale,18442,68.71
17943,2015/04/26 14:00:00,Maroondah,7028,31.68
17944,2015/04/26 14:00:00,O'Shannassy,2059,65.93
17945,2015/04/26 14:00:00,Silvan,35931,88.83
17946,2015/04/26 14:00:00,Upper Yarra,106213,52.95
17947,2015/04/26 14:00:00,Tarago,36260,96.48
17948,2015/04/26 14:00:00,Thomson,785072,73.5
17949,2015/04/26 14:00:00,Sugarloaf,74335,77.22
17950,2015/04/26 14:00:00,Yan Yean,25519,84.31
17951,2015/05/05 14:00:00,Cardinia,173918,60.61
